"","voteno8","voteno7","voteno6","voteno1","voteno420","voteno416","voteno413","voteno401","voteno400","voteno399","voteno398","voteno397","voteno395","voteno394","voteno393","voteno392","voteno391","voteno390","voteno389","voteno388","voteno387","voteno386","voteno384","voteno383","voteno382","voteno380","voteno379","voteno370","voteno369","voteno367","voteno366","voteno364","voteno363","voteno362","voteno361","voteno360","voteno359","voteno358","voteno357","voteno356","voteno355","voteno353","voteno352","voteno351","voteno350","voteno349","voteno348","voteno347","voteno346","voteno345","voteno344","voteno343","voteno342","voteno341","voteno340","voteno339","voteno337","voteno336","voteno335","voteno334","voteno329","voteno323","voteno316","voteno315","voteno314","voteno305","voteno303","voteno301","voteno300","voteno299","voteno288","voteno287","voteno286","voteno284","voteno283","voteno276","voteno263","voteno262","voteno238","voteno237","voteno236","voteno235","voteno231","voteno224","voteno223","voteno222","voteno221","voteno220","voteno219","voteno218","voteno217","voteno216","voteno205","voteno158","voteno90","voteno89","voteno7"
"mpid41846",3,3,3,3,1,2,1,3,1,1,1,1,3,1,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,2,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41847",1,1,1,2,3,2,3,1,3,3,3,2,1,3,1,3,3,2,2,1,2,1,2,2,2,1,1,1,1,1,2,3,3,3,3,3,3,1,3,1,2,2,2,2,2,2,2,3,3,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,3,3,3,2,2,1,3,3,2,3,3,1,1,1,3,3,3,3,2,3,3,3,2,3,1,3,3
"mpid41848",3,3,3,3,1,3,3,3,1,1,1,1,3,3,2,1,1,1,2,2,1,1,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41849",2,2,2,2,3,3,3,2,3,3,3,3,3,3,1,2,1,1,3,3,3,1,3,3,3,2,2,3,3,3,1,3,1,3,3,1,3,1,2,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,2,2,1,1,1,3,1,2
"mpid41850",1,1,1,1,3,1,3,2,3,3,2,3,1,3,1,3,3,3,3,1,2,1,1,1,2,1,1,2,2,1,3,3,3,3,3,3,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,2,2,2,2,2,3
"mpid41851",3,3,3,3,1,3,2,3,1,1,1,1,3,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41852",1,1,1,2,3,1,3,2,3,3,3,3,1,3,1,3,2,3,3,2,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41853",3,3,3,3,1,3,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,3,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,2,1,3,1,1
"mpid41854",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,1,2,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41855",2,2,2,2,3,1,3,2,3,3,2,3,1,3,1,3,3,3,3,1,1,1,1,1,2,1,1,2,2,1,3,3,3,3,3,3,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,3,2,2,2,2,2,1,3,3,3,2,3,3,2,3,2,3,1,3,2
"mpid41856",3,3,3,3,1,3,3,3,1,1,1,1,3,3,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,2,3,1,1,1,1,1,1,1,1,1,2,3,1,1
"mpid41857",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41858",3,3,3,3,1,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,1,1,1,1,2,1,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41859",3,3,3,3,1,2,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,2,3,2,2,3,2,1,1,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41860",1,1,1,2,3,1,3,2,2,2,3,3,1,3,1,2,2,3,3,2,3,1,1,1,2,2,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,3,3,3,1,1,1,2,3,2,2,2,2,2,1,3,3,3,2,2,2,2,3,2,3,1,3,2
"mpid41861",3,3,3,3,2,2,2,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,2,1,1,3,3,3,1,1,1,1,1,1,1,1,1,2,3,1,1
"mpid41862",3,3,3,3,1,3,2,3,1,1,1,1,3,3,1,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41863",3,3,3,3,1,3,2,3,1,1,1,1,3,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41864",3,3,3,3,1,3,3,3,1,1,1,3,3,3,1,1,1,1,1,1,1,1,3,3,3,2,3,3,3,3,2,2,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,2,2,2,2,3,3,1,1,1,1,1,2,2,2,1,1,3,1,1
"mpid41865",1,1,1,1,3,2,3,2,2,3,3,3,1,3,1,3,2,3,3,2,3,1,1,1,2,1,1,2,2,2,3,3,3,3,3,2,3,1,3,2,2,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,3,2,2,1,2,3,2,2,2,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41866",1,1,1,1,3,1,3,2,3,3,2,3,1,3,1,3,3,3,3,1,2,1,1,1,2,1,1,2,2,1,3,3,3,3,3,3,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,2
"mpid41867",3,3,3,3,1,3,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41868",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,1,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,1,2,3,3,3,3,2,2,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41869",1,1,1,1,3,3,3,2,3,3,3,3,1,2,1,3,3,3,3,1,2,1,1,1,2,1,1,2,2,1,2,3,3,3,3,2,3,1,3,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,2,1,3,3
"mpid41870",1,1,1,2,3,3,3,2,3,3,2,2,1,3,1,3,3,3,3,1,2,1,1,1,2,1,1,2,2,1,1,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41871",1,1,1,1,3,3,3,2,3,3,1,1,1,2,1,3,3,1,1,1,1,1,2,2,2,1,2,2,2,1,1,3,3,3,3,3,3,1,3,1,1,1,1,2,2,2,1,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,2,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,2,1,3,3
"mpid41872",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,2,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,3,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41873",1,1,1,2,3,2,3,2,3,3,1,1,1,3,1,3,3,2,2,2,2,1,2,2,2,1,1,2,2,2,1,3,3,3,3,3,3,1,3,1,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,2,2,1,2,3,1,3,3,1,1,1,3,3,3,2,3,3,2,3,3,3,1,3,3
"mpid41874",3,3,3,3,1,3,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41875",1,1,1,1,3,1,3,2,2,3,3,3,1,3,1,3,2,3,3,2,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3
"mpid41876",1,1,1,1,3,1,3,2,2,3,3,3,1,3,1,3,2,3,3,2,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41877",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,1,2,1,1,1,2,2,2,2,2,2,2,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,3,3,3,1,1,1,2,2,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41878",1,1,1,2,3,2,2,2,3,3,3,3,1,3,1,3,3,3,3,1,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,3,3,1,3,1,1,2,2,2,2,2,2,3,3,3,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,2,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41879",2,2,2,2,3,2,3,2,3,3,3,3,1,3,1,3,3,3,3,2,3,1,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,1,3,2,2,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,3,3,2,2,2,2,2,2,3,2,2,3
"mpid41880",2,2,2,2,3,1,3,2,3,3,2,3,1,3,1,3,3,3,3,1,2,1,1,1,2,1,1,2,2,1,2,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41881",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,2,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,2,1,3,3
"mpid41882",1,1,1,1,3,1,3,2,2,3,3,3,1,3,1,3,2,3,3,2,1,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,2,2,3,3,2,2,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41883",1,1,1,2,3,2,3,1,3,3,3,2,1,3,1,3,3,2,2,1,2,1,2,2,2,1,1,1,1,1,2,3,3,3,3,3,3,1,3,1,2,1,1,1,1,1,1,3,3,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,2,2,1,3,3,2,3,3,1,1,1,3,3,3,3,2,3,3,3,2,3,1,3,3
"mpid41884",3,3,3,3,1,3,3,3,1,1,3,3,3,3,1,1,1,1,3,3,3,1,3,3,3,3,3,3,3,3,1,3,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,1,1,3,1,1,3,3,3,3,3,1,1,1,1,1,1,1,2,3,1,1
"mpid41885",3,3,3,3,1,3,3,3,1,1,1,1,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,3,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41886",1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,3,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,3,2,3,1,1,1,2,2,3,3,3,2,1,1,1,3,3,2,3,3,2,3,2,2,1,3,3
"mpid41887",3,3,3,3,1,3,3,3,1,1,1,1,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41888",3,3,3,3,1,3,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41889",3,3,3,3,1,3,1,2,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41890",3,3,3,3,1,2,3,3,1,1,1,1,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41891",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,2,2,3,1,1,3,3,3,1,1,1,1,1,1,1,1,2,1,3,1,1
"mpid41892",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41893",3,3,3,2,1,3,3,3,1,1,3,3,3,3,1,1,1,1,3,1,3,1,3,3,3,3,3,3,3,3,1,3,1,3,3,1,3,1,2,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41894",3,3,3,3,1,3,3,3,1,1,1,1,3,2,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41895",3,3,3,3,1,3,2,3,1,1,1,1,3,2,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41896",3,3,3,3,1,3,3,3,1,1,1,1,3,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41897",3,3,3,3,1,3,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,2
"mpid41898",1,1,1,2,3,2,3,1,3,3,3,2,1,3,1,3,3,2,2,1,2,1,2,2,2,1,1,1,1,1,2,3,3,3,3,3,3,1,3,1,2,2,1,1,1,1,1,3,3,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,2,2,1,3,3,2,2,2,2,1,1,3,3,3,3,2,3,3,3,2,2,2,2,2
"mpid41899",3,3,3,3,1,3,3,3,1,1,1,1,3,2,1,1,1,1,1,1,1,3,2,2,2,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41900",1,1,1,2,2,1,3,2,3,3,3,3,1,3,1,3,3,3,3,1,3,1,1,1,2,1,1,2,2,2,1,2,3,3,3,3,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,3,3,3,1,1,1,2,3,2,2,2,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41902",1,1,1,1,3,1,3,2,2,3,3,3,1,3,1,3,2,3,3,2,3,1,1,1,2,1,1,2,2,1,2,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,1,3,3,3,2,2,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,2
"mpid41903",3,3,3,3,1,3,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,2,3,1,1,1,1,2,1,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41904",3,3,3,2,1,3,3,3,2,2,2,2,3,3,1,1,1,1,3,3,3,1,3,3,3,3,3,2,2,2,1,3,1,1,1,1,2,1,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41905",3,3,3,3,1,3,3,3,1,2,2,3,3,3,1,2,2,1,3,3,3,1,3,3,3,3,3,3,3,3,2,3,1,1,1,1,2,1,1,3,3,2,2,2,2,2,2,3,1,1,3,3,3,3,3,3,2,2,2,2,3,2,3,3,3,3,2,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41906",3,3,3,2,1,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,1,3,3,2,2,2,2,2,2,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2,2,1,1,1,3,3,2,1,1,3,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41907",3,3,3,3,1,3,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41908",1,1,1,2,3,2,3,1,3,3,3,2,1,3,1,3,3,2,2,1,2,1,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,1,3,1,2,1,1,1,1,1,1,3,3,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,3,3,3,2,2,1,3,3,2,3,3,1,1,1,3,3,3,3,2,3,3,3,2,3,1,3,2
"mpid41909",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41910",3,3,3,3,1,3,1,3,2,2,2,1,3,2,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41911",3,3,3,3,1,3,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41912",3,3,3,3,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,2,1,1,3,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41913",3,3,3,3,1,3,2,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
