"country","wifecoethnic","oppcoethnic","ethnicpercent","vote","distance"
"benin",1,1,0.417362270450751,1,5.44976380947852
"benin",1,1,0.417362270450751,0,18.5106869293885
"benin",1,1,0.417362270450751,0,26.3702968078138
"benin",1,1,0.417362270450751,0,21.012341448427
"benin",1,1,0.417362270450751,0,22.238316024651
"benin",1,1,0.417362270450751,1,1.82216712455388
"benin",1,1,0.417362270450751,0,13.5416777570626
"benin",1,1,0.417362270450751,0,27.4132734940719
"benin",1,1,0.417362270450751,0,22.1138835750905
"benin",1,1,0.417362270450751,0,20.4269804197274
"benin",1,1,0.417362270450751,0,21.0333369257211
"benin",1,1,0.417362270450751,0,22.0954168197068
"benin",1,1,0.417362270450751,0,19.1460230750563
"benin",1,1,0.417362270450751,0,26.5838990296921
"benin",1,1,0.417362270450751,0,22.3997804190986
"benin",1,1,0.417362270450751,0,14.5797547162083
"benin",1,1,0.417362270450751,0,17.0582734036285
"benin",1,1,0.417362270450751,0,14.8051596842259
"benin",1,1,0.417362270450751,1,13.7134422414835
"benin",1,1,0.417362270450751,0,16.408517817938
"benin",1,1,0.417362270450751,0,22.0568008478431
"benin",1,1,0.417362270450751,0,19.775663115617
"benin",1,1,0.417362270450751,0,23.2060985868796
"benin",1,1,0.417362270450751,0,15.6904750019241
"benin",1,1,0.417362270450751,0,17.4467669907797
"benin",1,1,0.417362270450751,0,19.0402114745689
"benin",1,1,0.417362270450751,0,19.7709157220554
"benin",1,1,0.417362270450751,0,20.6485682938703
"benin",1,1,0.417362270450751,0,26.8211701982595
"benin",1,1,0.417362270450751,0,23.1440047882478
"benin",1,1,0.417362270450751,0,21.8206792744396
"benin",1,1,0.417362270450751,1,3.74749064593775
"benin",1,1,0.417362270450751,0,16.8890967279819
"benin",1,1,0.417362270450751,1,11.4299728994317
"benin",1,1,0.417362270450751,0,23.5311037985654
"benin",1,1,0.417362270450751,0,16.1821621506989
"benin",1,1,0.417362270450751,0,16.8587398851681
"benin",1,1,0.417362270450751,0,22.9680459147847
