"child_mortality","life_expectancy","radio_television_per_cap","log_population","civil_war","year","country_name","international_war","urban_population_pct","oil_production_per_cap","inequality_gini","gdp_per_cap","inflation","region_name","education15","government_effectiveness","political_stability","polity","healthcare","womens_civ_lib","media_censorship","internet_access"
117.1,56.2,0,16.6808255564211,0,2007,"Angola",0,14.7023591122886,875.658362312575,46.2217416402854,1445.40002441406,12.2489995956421,"Sub-Saharan Africa",2.63700008392334,-1.24032616615295,-0.696600735187531,-2,-0.283423709531266,0.585458855223128,-0.03057286099977,1
114.7,56.7,0.13447184374597,16.7070296574123,0,2008,"Angola",0,27.7822988997546,4588.71770749763,42.7200012207031,1599.09997558594,12.4650001525879,"Sub-Saharan Africa",2.68799996376038,-1.06706321239471,-0.349961519241333,-2,-0.979675275121766,0.585458855223128,-0.03057286099977,1
112.2,57.1,0,16.7331532818559,0,2009,"Angola",0,18.8705379928797,0,46.5,1591.86999511719,13.7209997177124,"Sub-Saharan Africa",2.73899984359741,-0.974587619304657,-0.369803935289383,-2,-0.26960869490816,0.585458855223128,-0.03057286099977,1
109.6,57.6,0.0928864942256891,16.759565673991,0,2010,"Angola",0,27.759075559469,3423.47120429836,50.4711690723295,1600.01000976562,13.3420000076294,"Sub-Saharan Africa",2.78999996185303,-1.12829649448395,-0.216324865818024,-2,-0.34550211516856,0.585458855223128,-0.03057286099977,1
31.4,73.6,0.0994881977435946,14.9857936536914,0,1993,"Albania",0,36,29.781609,38.6916314650427,1936.94995117188,85,"Eastern Europe",7.98837557071844,0.0579713160787567,0.224807203280295,5,1.32408178703768,0.783528106696051,0.614820457846782,0
30.3,73.6,0.10487353408407,14.9788839055066,0,1994,"Albania",0,35.8,25.619838,39.9986092219373,2067.46997070312,22.5699996948242,"Eastern Europe",6.35192620048513,-0.284551720236734,-0.685999551925092,5,1.00791647111905,0.783528106696051,0.614820457846782,0
29.1,73.7,0.110334386811218,14.9719260803091,0,1995,"Albania",0,35.6,27.114639,25.7610141200138,2307.580078125,7.78999996185303,"Eastern Europe",7.01455129674341,-0.709067094683663,-0.594503325914635,5,1.04509944435117,0.777557500166547,0.614820457846782,0
27.9,73.8,0.126983048776825,14.964919504383,0,1996,"Albania",0,35.4,28.977514,28,2481.86010742188,12.7299995422363,"Eastern Europe",7.23857164382935,-0.801710367202759,-0.431562215089798,0,1.25676715247241,0.777557500166547,0.614820457846782,0
26.8,74.1,0.129480739193642,14.957863489751,0,1997,"Albania",0,35.2,21.305729,29.0999994277954,2197.90991210938,33.1800003051758,"Eastern Europe",7.46490097045898,-0.799352365436269,-0.731820689901334,5,1.63453020192153,0.777557500166547,0.614820457846782,1
25.5,74.2,0.132014053992148,14.9507573337689,0,1998,"Albania",0,35,13.808651,28.8999996185303,2405.34008789062,20.6399993896484,"Eastern Europe",7.69123029708862,-0.691084682941437,-0.660371065139771,5,0.910676938383204,0.777557500166547,0.614820457846782,1
