"child_mortality","life_expectancy","radio_television_per_cap","log_population","civil_war","year","country_name","international_war","urban_population_pct","oil_production_per_cap","inequality_gini","gdp_per_cap","inflation","region_name","education15","government_effectiveness","political_stability","polity","healthcare","womens_civ_lib","media_censorship","internet_access"
86.2,52.7,0.294073800766155,17.5335898305326,0,2001,"Ethiopia",0,23.5852728034066,0,29.5,5256.53947531667,-29.2792589499124,"Sub-Saharan Africa",1.90400004386902,-1.07797470760004,-0.811030347863669,1,0.0260897583048677,0.375305842446973,-0.285417603440027,1
82.5,53.6,0.154847333050254,16.3681783567134,0,2002,"Ethiopia",0,32.6506941306629,0,29.5,2627.09751843006,-22.299478914982,"Sub-Saharan Africa",1.96800005435944,-0.930413961410522,-1.28300523757935,1,-0.659216689253237,0.375305842446973,-0.285417603440027,1
78.4,54.3,0.100248096446796,18.1099211934885,0,2003,"Ethiopia",0,0,0,29.5,3203.87425983347,-18.5111389136062,"Sub-Saharan Africa",2.03200006484985,-0.870079398155212,-1.42950809001923,1,-0.550547089735057,0.375305842446973,-0.285417603440027,1
74.1,55.2,0.0512317776528175,16.7513325074255,0,2004,"Ethiopia",0,36.10834703837,0,29.8099994659424,5263.13929719725,312.06039244643,"Sub-Saharan Africa",2.09599995613098,-0.732422947883606,-1.26755297183991,1,-1.78571031226778,0.375305842446973,-0.285417603440027,1
69.6,56.1,0.0800813118667819,18.7512020527066,0,2005,"Ethiopia",0,37.8995875145335,0,29.5,2389.60220273515,-22.0143226257067,"Sub-Saharan Africa",2.16000008583069,-0.884571969509125,-1.65588021278381,-3,-0.441788988029596,0.375305842446973,-0.285417603440027,1
65.3,57.2,0.0931246424561205,17.3167586497551,0,2006,"Ethiopia",0,19.0897385841102,0,29.5,1940.32873778072,609.258586460698,"Sub-Saharan Africa",2.22399997711182,-0.574039697647095,-1.7075662612915,-3,-0.48640092493036,0.375305842446973,-1.21646728928767,1
61,58.6,0,16.7036071603711,0,2007,"Ethiopia",0,29.0940472228747,535.435657885843,29.5,3368.78427369718,-26.8107016971019,"Sub-Saharan Africa",2.28800010681152,-0.389387547969818,-1.75823545455933,-3,-0.892608082229283,0.375305842446973,-1.21646728928767,1
57.1,60,0,16.2335584514955,0,2008,"Ethiopia",0,30.30842744128,3684.24251714096,29.5,5974.18378211866,-22.7502124831516,"Sub-Saharan Africa",2.35199999809265,-0.371347993612289,-1.70789396762848,-3,-1.73324913981372,0.375305842446973,-1.21646728928767,1
53.6,61.2,0.273809461608754,15.5192807019416,0,2009,"Ethiopia",0,33.3714071551037,0,29.5,2648.32290846379,-22.2753803034609,"Sub-Saharan Africa",2.41600012779236,-0.485860198736191,-1.62060046195984,-3,-0.684702073531237,0.375305842446973,-1.21646728928767,1
50.8,62.1,0.059790542436322,16.7904101741053,0,2010,"Ethiopia",0,52.7650412841285,3612.04000033859,31.4850006103516,2042.75784044064,-23.5224572353605,"Sub-Saharan Africa",2.48000001907349,-0.415905863046646,-1.61553227901459,-3,-1.27095543577337,0.375305842446973,-1.21646728928767,1
4.8,76,0.511861819224443,15.433416336607,0,1993,"Finland",0,61,0,24.8500003814697,14942.830078125,2.14152789115906,"Western Europe/North America",10.4250001907349,2.22511276825673,1.55030215619603,10,3.54722455527106,0.967974967339726,2.98533462003094,1
4.5,76.4,0.514718629242112,15.4371164987574,0,1994,"Finland",0,60.8,0,24.6000003814697,15424.26953125,1.09382450580597,"Western Europe/North America",10.5,1.4455081184024,1.31592962763293,10,1.62817099747652,0.967974967339726,2.98533462003094,1
4.3,76.7,0.552530072169664,15.4408030201654,0,1995,"Finland",0,60.6,0,23.7999992370605,15976.990234375,0.991882622241974,"Western Europe/North America",10.5749998092651,1.81482830581463,1.50797584853967,10,2.19606257566655,0.967974967339726,2.98533462003094,1
4,76.8,0.609402915766713,15.4444760010354,0,1996,"Finland",0,60.4,0,24.5,16496.669921875,0.535751402378082,"Western Europe/North America",10.6499996185303,1.84482955932617,1.33440613746643,10,2.82514123442987,0.967974967339726,2.98533462003094,1
3.9,77.1,0.626835700670388,15.4481355404721,0,1997,"Finland",0,60.2,0,25.7999992370605,17472.30078125,1.24335539340973,"Western Europe/North America",10.7249994277954,1.96131526959884,1.38780640831967,10,2.28160620724255,0.967974967339726,2.98533462003094,1
3.8,77.3,0.653011558099905,15.4517817364957,0,1998,"Finland",0,60,0,26.7000007629395,18306.529296875,1.40346777439117,"Western Europe/North America",10.8000001907349,2.05414080619812,1.39381742477417,10,2.26695136643419,0.967974967339726,2.98533462003094,1
3.6,77.5,0.645830009894125,15.4554146860585,0,1999,"Finland",0,60.563037293521,0,28,18981,1.12457740306854,"Western Europe/North America",10.875,2.13997403843139,1.49265774044469,10,1.71551322854528,0.967974967339726,2.98533462003094,1
3.5,77.8,0.6560927861727,15.4590344850597,0,2000,"Finland",0,65.3024659440131,0,27.75,19950.890625,3.4217631816864,"Western Europe/North America",10.9499998092651,2.13405299186706,1.63041460514069,10,2.58395242841387,0.967974967339726,2.98533462003094,1
3.4,78.1,0.42051388541169,15.4614177094083,0,2001,"Finland",0,67.4580143572205,0,28.1000003814697,20360.390625,2.66400003433228,"Western Europe/North America",11.0050001144409,2.08949018345224,1.53171497624092,10,1.99770528926918,0.967974967339726,2.98533462003094,1
3.4,78.3,0.674652546631844,15.4638979929367,0,2002,"Finland",0,77.4878020655962,0,28.1000003814697,20683,2.00300002098083,"Western Europe/North America",11.0599994659424,2.16918349266052,1.6648770570755,10,2.34056637353668,0.967974967339726,2.98533462003094,1
3.3,78.5,0.67692261462933,15.4665521113534,0,2003,"Finland",0,75.8219659823583,0,28.1499996185303,21053.140625,1.29700005054474,"Western Europe/North America",11.1149997711182,2.26435256004333,1.66418170928955,10,2.28489323622951,0.967974967339726,3.23340472403909,1
3.2,78.8,0.721713531623287,15.4694588225572,0,2004,"Finland",0,99.3491730850161,0,26.6000003814697,21879.08984375,0.140000000596046,"Western Europe/North America",11.1700000762939,2.21022033691406,1.58977687358856,10,3.15602543029407,0.967974967339726,3.23340472403909,1
3.1,79,0.497434757687494,15.4726607204938,0,2005,"Finland",0,66.084458135933,0,26.8199996948242,22478.599609375,0.77700001001358,"Western Europe/North America",11.2250003814697,2.15775537490845,1.58998310565949,10,1.62160837102154,0.967974967339726,3.23340472403909,1
2.9,79.2,0.607350389283062,15.4762028340281,0,2006,"Finland",0,78.8524010270168,0,26.9599990844727,23434.470703125,1.27900004386902,"Western Europe/North America",11.2799997329712,2.12985134124756,1.49641180038452,10,1.74541895148749,0.967974967339726,3.23340472403909,1
2.9,79.4,0.729596828452929,15.4800499145705,0,2007,"Finland",0,98.728420701489,0,26.7000007629395,24651.33984375,1.58399999141693,"Western Europe/North America",11.335000038147,1.96652781963348,1.4950875043869,10,2.69634199432502,0.96371351992966,3.23340472403909,1
2.7,79.6,0.827999246350466,15.4840589111269,0,2008,"Finland",0,97.860239835236,6060.55250701365,27.0750007629395,24694.060546875,3.90000009536743,"Western Europe/North America",11.3900003433228,2.0356011390686,1.44627046585083,10,3.5966868625156,0.96371351992966,3.23340472403909,1
2.6,79.8,0.662176612646341,15.4880329349078,0,2009,"Finland",0,72.3315572647741,8943.90487119154,26.6849994659424,22561.740234375,1.60000002384186,"Western Europe/North America",11.4449996948242,2.23790287971497,1.42510664463043,10,3.42852165001849,0.96371351992966,3.23340472403909,1
2.5,80,0.693392909314257,15.4918266274521,0,2010,"Finland",0,93.8935693964121,166.923650053705,26.2999992370605,23290.48046875,1.39999997615814,"Western Europe/North America",11.5,2.24521160125732,1.39264941215515,10,3.18370381451018,0.969758253979284,3.23340472403909,1
22.9,64.8,0.0102259986075829,13.5238155109568,0,1993,"Fiji",0,39.5,0,49,1388.5681171192,5.20658922195435,"Pacific",8.19341278076172,-0.0288807587933141,-0.341661977574922,5,-0.0905404886860976,0.783276122262527,0.83749652353546,1
22.4,64.7,0.199829520875416,13.5342192211904,0,1994,"Fiji",0,39,0,49,5960.04578022964,0.816666662693024,"Pacific",8.22993278503418,-0.524134485444965,-0.446268022496018,5,0.153244172718691,0.783276122262527,0.83749652353546,1
22.1,64.5,0.127178215903604,13.5445158077647,0,1995,"Fiji",0,38.5,0,49,7780.49809375526,2.16564726829529,"Pacific",8.27723979949951,0.046137195898139,0.690142089542584,5,-0.530309440072311,0.783276122262527,0.83749652353546,1
21.8,64.3,0.0958130691871265,13.5547074542509,0,1996,"Fiji",0,38,0,49,2464.25184019593,3.05016183853149,"Pacific",8.31332778930664,-0.144676342606544,0.75304251909256,5,0.00482835577087308,0.783276122262527,0.83749652353546,1
21.5,64.1,0.00747419517810116,13.5647962781297,0,1997,"Fiji",0,37.5,0,49,210.731587753496,3.36813998222351,"Pacific",8.3711986541748,-0.229265569886531,0.726722877475004,5,0.765035745252239,0.783276122262527,0.83749652353546,1
21.2,64.2,0.173176893135254,13.5747843334314,0,1998,"Fiji",0,37,0,49,1042.60700044951,5.7116813659668,"Pacific",8.4315128326416,-0.342021435499191,0.773191750049591,5,0.0120694819207659,0.783276122262527,0.83749652353546,1
21,64.1,0.177419400774728,13.5846736132464,0,1999,"Fiji",0,39.0226741545701,0,49,2514.48218977121,1.96867370605469,"Pacific",8.6364803314209,-0.493244260503622,0.642744297440459,6,-0.658523466873599,0.783276122262527,0.83749652353546,1
20.8,64.2,0.101737737598967,13.5944660521119,0,2000,"Fiji",0,41.0573578982352,0,49,213.749751577301,1.09216463565826,"Pacific",8.57041835784912,-0.541368246078491,0.214591056108475,6,0.748325907655375,0.783276122262527,0.83749652353546,1
20.5,64.4,0.210288525760774,13.6014890242495,0,2001,"Fiji",0,45.5302512777519,0,49,5970.59258406445,4.27267026901245,"Pacific",8.71645450592041,-0.0827917878962061,0.314062585732792,5,-0.0563127705526183,0.783276122262527,0.83749652353546,1
20.3,64.5,0.258373994652694,13.6080631747564,0,2002,"Fiji",0,74.1041514328381,0,39.6199989318848,8975.12426522374,0.762032091617584,"Pacific",8.7473258972168,0.0641051903367043,0.370622724294662,5,-0.684930487040115,0.783276122262527,0.83749652353546,1
20.1,64.6,0.220694855190184,13.614363304522,0,2003,"Fiji",0,56.4499350225913,0,46.7999992370605,5073.19238817734,4.17274761199951,"Pacific",8.78258037567139,-0.221772164106369,0.432160764932633,5,0.819904760022031,0.783276122262527,0.83749652353546,1
20.1,64.7,0.307334197062376,13.6205765981451,0,2004,"Fiji",0,23.9688699365513,0,49,4068.25247934172,2.82748508453369,"Pacific",9.11509799957275,-0.425849556922913,0.374517798423767,6,0.472495991766768,0.783276122262527,0.83749652353546,1
20.1,64.8,0.386207141284509,13.6268239873798,0,2005,"Fiji",0,33.1909901637516,0,49,5882.84770874394,2.36576461791992,"Pacific",9.19786071777344,-0.114561334252357,0.39703968167305,6,0.585796662170755,0.783276122262527,0.83749652353546,1
20.2,64.8,0.212718563086066,13.6331802011316,0,2006,"Fiji",0,53.5078216464136,0,49,3835.33573685364,2.49083638191223,"Pacific",9.28062343597412,-0.130362525582314,-0.0149872908368707,-3,-0.784393920067383,0.721745166508623,0.387622594750004,1
20.3,64.9,0.208789792626257,13.6396059683268,0,2007,"Fiji",0,59.4218575715623,2250.19039083715,49,6150.70368095193,4.80370664596558,"Pacific",9.15059280395508,-0.452312290668488,0.0703835934400558,-4,0.287180497341173,0.713759551469346,-0.700764409375279,1
20.3,64.9,0.252892074933036,13.6459646439989,0,2008,"Fiji",0,61.8542977220146,453.212920934385,42.7799987792969,5559.96279250707,7.73227834701538,"Pacific",9.20517826080322,-0.759370148181915,-0.0478579699993134,-4,-0.600398382141871,0.713759551469346,-0.700764409375279,1
20.3,64.9,0.121886915410248,13.65207238256,0,2009,"Fiji",0,42.6688218187419,4822.09922793898,42.7999992370605,1726.41983382573,3.68583965301514,"Pacific",9.24124622344971,-0.908756792545319,-0.257857710123062,-4,1.01073625453966,0.713759551469346,-0.700764409375279,1
20.3,65.2,0.190628379150383,13.6578012202853,0,2010,"Fiji",0,44.6538439195246,0,49,1692.94868006894,5.5405125617981,"Pacific",9.39793014526367,-0.727096915245056,-0.15395113825798,-4,1.06368302743168,0.745654191875658,-0.700764409375279,1
6.3,77.7,0.506734566088478,17.8677794582089,0,1993,"France",0,76,8.6301096,31.2249994277954,17666.01953125,2.10599994659424,"Western Europe/North America",10.7870006561279,0.986039029792604,0.12010604838955,9,2.97503243218756,0.965393336614501,2.56578887943503,0
5.8,78,0.548019753295044,17.8717454163003,0,1994,"France",0,75.6,7.9298176,29,17978.19921875,1.66100001335144,"Western Europe/North America",10.826000213623,1.16482414797996,0.216859643044985,9,1.65433621611095,0.965393336614501,2.56578887943503,0
5.3,78.2,0.592428606506581,17.8756957076812,0,1995,"France",0,75.2,7.4073975,29,18261.9609375,1.77799999713898,"Western Europe/North America",10.8649997711182,1.69006851657372,0.694570606209116,9,1.89276388492084,0.965393336614501,2.56578887943503,0
5,78.4,0.593589283833284,17.8796304556411,0,1996,"France",0,74.8,7.324784,29,18373.419921875,2.08400011062622,"Western Europe/North America",10.9040002822876,1.41722595691681,0.81607723236084,9,3.57737534325218,0.965393336614501,2.56578887943503,0
4.8,78.7,0.596405772001486,17.8835497820196,0,1997,"France",0,74.4,5.5715414,27.7999992370605,18690.439453125,1.28299999237061,"Western Europe/North America",10.943000793457,1.49342023105745,0.890766854578474,9,3.27101976396165,0.965393336614501,2.56578887943503,0
4.6,78.7,0.614540123356629,17.8874538072296,0,1998,"France",0,74,3.5728255,27.7999992370605,19233.2890625,0.666999995708466,"Western Europe/North America",10.9820003509521,1.57786989212036,0.665686428546906,9,1.96530248149878,0.965393336614501,2.56578887943503,0
4.5,78.8,0.620647350477008,17.8913426502791,0,1999,"France",0,74.8906121675337,4.3208366,28.3999996185303,19771.390625,0.561999976634979,"Western Europe/North America",11.0209999084473,1.66924290417847,0.534752322330486,9,1.82205110899753,0.965393336614501,2.56578887943503,0
4.4,79.1,0.67476360724417,17.8952164287931,0,2000,"France",0,67.3700855865287,6.1497575,28.3500003814697,20391.880859375,1.82700002193451,"Western Europe/North America",11.0600004196167,1.72304236888885,0.739662766456604,9,3.74428639572102,0.965393336614501,2.56578887943503,0
4.4,79.2,0.515894131642286,17.9007899554581,0,2001,"France",0,63.8122302056045,4.967757,27.8500003814697,20648.029296875,1.78100001811981,"Western Europe/North America",11.1220006942749,1.64365113230306,0.484583106744458,9,4.75851682910684,0.965393336614501,2.56578887943503,0
4.2,79.4,0.679057788143908,17.9070455771138,0,2002,"France",0,65.9858121289109,4.6986025,27.7000007629395,20719.529296875,1.93799996376038,"Western Europe/North America",11.1840000152588,1.60105109214783,0.850159227848053,9,4.3415941219962,0.965393336614501,2.56578887943503,0
4,79.6,0.544485282352526,17.913688563146,0,2003,"France",0,91.4884829597143,4.8339073,27.6000003814697,20789.05078125,2.16899991035461,"Western Europe/North America",11.246000289917,1.7231924533844,0.175074830651283,9,3.65261494286347,0.965393336614501,2.56578887943503,0
3.9,80.2,0.657464686198218,17.9203073712611,0,2004,"France",0,81.3081392688922,5.8026544,28.2999992370605,21193.400390625,2.34200000762939,"Western Europe/North America",11.3080005645752,1.8146904706955,0.337691873311997,9,3.11671953054134,0.965393336614501,2.56578887943503,0
3.8,80.4,0.448417722377225,17.9266007266109,0,2005,"France",0,100,12.561557,28.7999992370605,21450,1.89999997615814,"Western Europe/North America",11.3700008392334,1.7067140340805,0.380304634571075,9,3.80241791356344,0.965393336614501,2.56578887943503,0
3.7,80.7,0.412217110466654,17.9324857709956,0,2006,"France",0,100,13.811083,29.2999992370605,21841.58984375,1.91199994087219,"Western Europe/North America",11.4320001602173,1.58548402786255,0.568585991859436,9,4.53837824949983,0.965393336614501,2.56578887943503,0
3.6,81,0.668580442989232,17.9380216267731,0,2007,"France",0,100,0,29.2000007629395,22202.169921875,1.60699999332428,"Western Europe/North America",11.4940004348755,1.4759007692337,0.5544114112854,9,4.3419032377376,0.965393336614501,2.56578887943503,0
3.5,81.1,0.452547708149586,17.9432254196615,0,2008,"France",0,69.2556051987358,7148.93030823485,31.4400005340576,22057.349609375,3.15899991989136,"Western Europe/North America",11.5560007095337,1.58107936382294,0.527894735336304,9,3.99830894928414,0.965393336614501,2.56578887943503,0
